4! 24
450! 17333687331126326593447131461045793996778112652090510155692075095553330016834367506046750882904387106145811284518424097858618583806301650208347296181351667570171918700422280962237272230663528084038062312369342674135036610101508838220494970929739011636793766165023730853896403901590836144149594432684204513784716402303182604094683993315061302563918385303341510606761462420205820006936352095967417183191538725617509521380556781309195429800229273803342553558164591996298912368598547771179158461351340068905647127658164836377126303774923360078072307462008554355068361448126606281145760960499187813428397924840592504537849487425060488481036571447957046788635742936714615176219148469743102979949740714485104716169664052397392602848408694007408998901127492905171514473431386633392492040661522692303043813960541966093224243809225137268851717904303214058238447936111678568236973036238404626507890688000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
454! 726708081635420599109931380365806260520362685397635026628601772208395897450354212691707492678044117903897031784533438945766597613438358238692618741957993044081545346151037013462357108828092989683267661618696363066332721393468697096383557780482524766971776576182865944755143254470187878555555595708046793785084767457997226090730411991248968075645749637206365776279533929559060221605943536612588988415821828768008025269986733152376670559577680529993855825610384120649903552388844258719420605128654808438674544278424305144620789279556220941760911684018533837088247881573383873715624932169652117446718853446032703117846790107903952904178402377237612198116275077609272753044219838355335955898065170574703143182216372415852187148841846085231768045598014673954142557132082593726546484934258289856831658328481328852144657250484060133614476715420370800841441354124509790885373767762498333858260690053221056512000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
455! 330652177144116372595018778066441848536765021855923937116013806354820133339911166774726909168510073646273149461962714720323801914114452998605141527590886835057103132498721841125372484516782310305886786036506845195181388234028257178854518790119548768972158342163204004863590180783935484742777796047161291172213569193388737871282337456018280474418816084928896428207187937949372400830704309158727989729198932089443651497843963584331385104607844641147204400652724774895706116336924137717336375333537937839596917646683058840802459122198080528501214816228432895875152786115889662540609344137191713438257078317944879918620289499096298571401173081643113550142905160312219102635120026451677859933619652611489930147908449449212745152723039968780454460747096676649134863495097580145578650645087521884858404539459004627725819048970247360794586905516268714382855816126651954852845064331936741905508613974215580712960000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
459! 14485403354484377321946598467762747909890903376354418365375845955625396614008248762435334105235580367713111676386354517817732216317813131627739098804735552619387696361000728350823018080878612362369972102024834022677419331190003646581872203634520283130933793877130922404915890229584207088813666362515804443836956427867939234940645305786761788625294812604394194311811648253226441130486116296174698732284230693452530000613019235681414109884129686923390790591493053092840252338650743843979540442934522441499732761419205481441571729238180772206283267561602205068359377969242866767033627224184350824364701713347358540970587316052075568936320882958156270299294847780095880319469432857013405651004619680268495021224607907646943617462020856149988907272090333825938106785197889156789076323307207860239236383751068288278126756115213803211186543060092701556735081943005710263322762703394271852483534078236589862938081272791040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
460! 6663285543062813568095435295170864038549815553123032448072889139587682442443794430720253688408366969148031371137723078196156819506194040548759985450178354204918340326060335041378588317204161686690187166931423650431612892347401677427661213671879330240229545183480224306261309505608735260854286526757270044164999956819252048072696840661910422767635613798021329383433358196484162920023613496240361416850746118988163800281988848413450490546699655984759763672086804422706516075779342168230588603749880323089877070252834521463122995449563155214890303078337014331445313865851718712835468523124801379207762788139784928846470165383954761710707606160751884337675629978844104946955939114226166599462125052923507709763319637517594064032529593828994897345161553559931529121191029012122975108721315615710048736525491412607938307812998349477145809807642642716098137693782626721128470843561365052142425675988831336951517385483878400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
464! 304880955669412416763649432871751345799497001443967962874852198773893465605292605680512595218948173715241215308907799415524799611943679655177321624678072359695936679037704592700654790574085241839838049178833040198706616132613502410225701343584279369153060605746915782134794484976416567443603564438279605800189467669209806342193070469427826576356563560580936166535460027724544044094159433842154648423909043589116868406784629380033255851108255330883413411608087622785763473766350633716511506077532609381207211470673011454861211801835125955187991539222451704233370354301272104736058890962141102216327762981535227119665248127545853091500177837896735118136027522581089757932854000521111656431960742465249566834575582447490681340558996455254618099142917880800736816482115527027396653308808142345274737523774076656991011347043685604262734439087811420140801633615434520412741898590557961122652645762848114148085226139218807317174681600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
465! 141769644386276773795096986285364375796766105671445102736806272429860461506461061641438356776810900777587165118642126728219031819553811039657454555475303647258610555752532635605804477616949637455524692868157363692398576501665278620754951124766689906656173181672315838692679435514033703861275657463800016697088102466182559949119777768283939358005802055670135317438988912891912980503784136736601911517117705268939343809154852661715463970765338728860787236397760744595380015301353044678177850326052663362261353333862950326510463487853333569162416065738440042468517214750091528702267384297395612530592409786413880610644340379308821687547582694621981829933252798000206737438777110242316920240861745246341048578077645838083166823359933351693397416101456814572342619664183720067739443788595786190552752948554945645500820276375313805982171514175832310365472759631177051991924982844609451922033480279724373078859630154736745402486226944000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
469! 6771809666814951090078098205921092630097304291263066689630559074774525142447184007305762763442421770725114092822705957080019042451228133287148860595524240233812489820122183939806694404080077527002970969584543292287630544586142014239190459749648469882432442933384316338091649537065068392681213994475836951089119464503300878295302090154722579587854791254270965907845414460537762207088049697282726328555607116186099077373651980256783889962371885438686404533158415954983623150617956689007183586171393829154088055309330317838503641810537956733159890231787245317005985231955133140354966820210493701210180557206081743319586562783558586771455569196271619890286337844481766232045971514172910445313637577400039358514632483337745414550651707898430509116599561410860077955290085729607431062591624089690664545106790788292656781049602521979928058755091005116842532541468923075585511652756873916300631610812438491817640759437271068791514921900133318656000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
470! 3182750543403027012336706156782913536145733016893641344126362765144026816950176483433708498817938232240803623626671799827608949952077222644959964479896392909891870215457426451709146369917636437691396355704735347375186355955486746692419516082334780844743248178690628678903075282420582144560170577403643367011886148316551412798791982372719612406291751889507353976687344796452748237331383357722881374421135344607466566365616430720688428282314786156182610130584455498842302880790439643833376285500555099702421385995385249384096711650952839664585148408940005298992813059018912575966834405498932039568784861886858419360205684508272535782584117522247661348434578786906430129061606611661267909297409661378018498501877267168740344838806302712262339284801793863104236638986340292915492599418063322154612336200191670497548687093313185330566187614892772404915990294490393845525190476795730740661296857081846091154291156935517402332012013293062659768320000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
474! 158637182947361690797033564243849566647626785753258894724262145657739580475206815284411464398749241603871283221460646018128671428489259631311950636257796680564707389153055223031094616981818432726405816325731716985388849963690827583538875914709083988990499286878438329952261894464929986390066918724005522452770644662166734734687798932218084810591527197370579740600638601224407332694785445461346443739940045634631559807294512397817769927044140290627002687052026888749446571787362590266430539808066671072685672538641971194964654644210875021692654464141416413231172614949830074063290755895434168099133201219780834075479365155425440233340045598699316944353392153749555771990395523813155744523059813606221825400109319706696809828079698866926587028287118569986205583142986846355699016986783471849204820709407928462121467305252323457467934171154227904717311234188258096979543188563486435625076721457545877512918953693152809869819414372071685392020625088839680000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
475! 75352661899996803128590943015828544157622723232797974994024519187426300725723237260095445589405889761838859530193806858611118928532398324873176552222453423268236009847701230939769943066363755545042762754722565568059703732753143102180966059486814894770487161267258206727324399870841743535281786393902623165066056214529198998976704492803590285030975418751025376785303335581593483030023086594139560776471521676449990908464893388963440715345966638047826276349712772155987121598997230376554506408831668759525694455854936317608210956000165635304010870467172796284806992101169285180063109050331229847088270579395896185852698448827084110836521659382175548567861273031038991695437873811248978648453411462955367065051926860680984668337856961790128838436381320743447651992918752018957033068722149128372289836968766019507696969994853642297268731298258254740722836239422596065283014567656056921911442692334291818636503004247584688164221826734050561209796917198848000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
479! 3917304582087029692147728044171089760950424084125686069059508381199504609389882632127112355377910312953829620701456326342329404338652102673165480530227323202319914472463017784324372938386523411208875809621604922052852388601382957776123746691321400855392638776536531837638766863973328312013550671220374934047273172825840356485223449215586337390186263633051465574690888131325961708932272178867739643862015396533315153599710099691959780126498295684516149506821376725270456711583208655956001534468625758811915469405139025729867856680289353707296169482446436687257083148164542597198674049082568024783037535386355783874171928776755228941348467870782924902174648306576712265941643831246765525202496102831289214857496493880128904300262598655679506113991573649411829499689175907538115677534817680438649382786747577631862981305488787287362142915650466694420742880914118187122843380125039068462171761133518972701369467046932199024559954382649161850826854749671253818212352000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
480! 1880306199401774252230909461202123085256203560380329313148564022975762212507143663421013930581396950217838217936699036644318114082553009283119430654509115137113558946782248536475699010425531237380260388618370362585369146528663819732539398411834272410588466612737535282066608094707197589766504322185779968342691122956403371112907255623481441947289406543864703475851626303036461620287490645856515029053767390335991273727860847852140694460719181928567751763274260828129819221559940154858880736544940364229719425314466732350336571206538889779502161351574289609883399911118980446655363543559632651895858016985450776259602525812842509891847264577975803953043831187156821887651989038998447452097198129359018823131598317062461874064126047354726162934715955351717678159850804435618295525216712486610551703737638837263294231026634617897933828599512224013321956582838776729818964822460018752861842445344089106896657344182527455531788778103671597688396890279842201832741928960000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
484! 101909151331746209206127787824563976000244997653840117458478385391561756872932166570399015662095223916547559137781944983967686271953008604013338689472301315440842466166332780320438027759893469742995982123209974124463640047625998034073817055324472646150861230193663075829074259476699200052332824180947133667730574294324393534297375315410166070504993007219624325307143268865628088294768705209459680939737326751642048868100379081981420866470104290044339375733860660757381327854850519900426198167839555087582092747570186997881777919204035155759874452003782285194897919431213168103397962154649013531168414954224907135099167937459235528168220113341916072453552968918216823504803352773444143683898635394618589595865103451826934753621431265246429309244536290866076737918749029573204871204182712362217531490512018515024013060931417040087255324869980121515951017285128896105349506549433425389797067710973977910813131943958221959905076468940445342832264654585980035137067810403951575040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
485! 49425938395896911464971977094913528360118823862112456967362016914907452083372100786643522596116183599525566181824243317224327841897209172946469264394066137988808596090671398455412443463548332825353051329756837450364865423098609046525801271832369233383167696643926591777101015846199112025381419727759359828849328532747330864134227027973930544194921608501517797773964485399829622822962822026587945255772603474546393701028683854760989120238000580671504597230922420467329944009602502151706706111402184217477314982571540693972662290813957050543539109221834408319525490924138386530148011645004771562616681252799079960523096449667729231161586754970829295139973189925335159399829626095120409686690838166390015953994575174136063355506394163644518214983600101070047217890593279343004362534028615495675502772898328979786646334551737264442318832561940358935236243383287514611094510676475211314051577839822379286744368992819737650553962087436115991273648357474200317041477888045916513894400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
489! 2791572009766702095455085179310356945791071480373753268849151979006952893973974681848377124112304384273448832255862486672036836466626210675423136610296414018385559949264321733126564373094318662719484966254955105670189211053958476142630173843782989756165601407707637586439134090441149761392006711309610212904291997639771324511819805722259220440518541821761385169012366111544499363844946016567770191301676497347971870437449709044519747165404867643979945765754288318372466128553923007906137490435639059656165206226282938251682851601624816984571953204444114597935585254989364515425041429484245631854776850376085853530446393697046245327379574148368268655046779713050103902259321724656076158225810016343633411683362635278982074755867756748985320613402457524432461217372834696745911456713424967122274105283729624596682722039081842999480153335511954698172459181873166954394542593128009867256695468721044028210751102415055363537458776361516090237887324382226289591651457536562141380289804999065600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
490! 1367870284785684026772991737862074903437625025383139101736084469713406918047247594105704790815029148293989927805372618469298049868646843230957336939045242869008924375139517649232016542816216144732547633464928001778392713416439653309888785183453664980521144689776742417355175704316163383082083288541709004323103078843487949010791704803907018015854085492663078732816059394656804688284023548118207393737821483700506216514350357431814676111048385145550173425219601276002508402991422273874007370313463139231520951050878639743324597284796160322440257070177616152988436774944788612558270300447280359608840656684282068229918732911552660210415991332700451640972922059394550912107067645081477317530646908008380371724847691286701216630375200807002807100567204186971905996512689001405496613789578233889914311589027516052374533799150103069745275134400857802104504999117851807653325870632724834955780779673311573823268040183377128133354800417142884216564788947290881899909214192915449276342004449542144000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
494! 80475814010964530612741911900786128433242543291867395795619071050233077117297384335328096605812586179042331814354443542904625221725662382081724612749565248992001307976242416815344908139883758703076741649793642856970322506835453261520200266142927107538009867543724895269444820655906346456692545398747589773293828277931723665263290367984516624915214702676189491170012349197152800407639713475559596239681879677112771408553334741904626327348181874449584117006662348265034135316649532928219891262097491188585162785224370173978041866525198329761692276249816808024668473284601435016535539092151700403415759148791261412284665896754657616245132713175373508945652612853321466829798660944777732637869142953015191598502328953833064626408096001192942865313626453507029584002925027022386017117057982115762366233244764920064855561295953286274505223996282593435073178339248758893166413291152235553950729833242542056470491104568166340717488446596652482836921856668715184608843170746193877992652033787800697706643456000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
495! 39835527935427442653307246390889133574455058929474360918831440169865373173062205245987407819877230158625954248105449553737789484754202879130453683311034798251040647448239996323595729529242460558022987116647853214200309640883549364452499131740748918231314884434143823158375186224673641496062809972380056937780444997576203214305328732152335729333031277824713798129156112852590636201781658170402000138642530440170821847233900697242790032037350027852544137918297862391191896981741518799468846174738258138349655578686063236119130723929973173232037676743659319972210894275877710333185091850615091699690800778651674399080909618893555520041340693021809886928098043362394126080750337167664977655745225761742519841258652832147366990072007520590506718330245094485979644081447888376081078472943701147302371285456158635432103502841496876705880085878159883750361223277928135652117374579120356599205611267455058317952893096761242338655156781065342979004276319051014016381377369519365969606362756724961345364788510720000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
